rhx;rhy;rhz;rwx;rwy;rwz;rex;rey;rez;lhx;lhy;lhz;lwx;lwy;lwz;lex;ley;lez;sx;sy;sz;hx;hy;hz;timestamp;phase rh;phase lh;phase rhlh
7.202.227;3.379.441;168.398;7.183.714;3.528.968;1.735.904;7.120.156;3.650.395;1.940.866;5.761.178;3.323.912;1.614.279;5.657.577;3.425.382;1.688.073;5.310.779;3.691.793;1.948.068;6.261.129;3.885.189;2.038.358;6.259.006;1.187.753;2.057.731;5431475;Stroke;Stroke;Stroke
7.190.299;331.415;1.682.892;7.172.762;3.384.902;1.735.876;7.122.353;3.645.543;1.941.404;5.752.421;3.311.043;1.604.602;574.095;3.342.401;161.114;5.444.862;3.546.653;182.685;6.260.942;3.885.041;2.038.352;6.258.089;1.188.833;2.057.317;5431506;Stroke;Stroke;Stroke
7.178.483;3.264.959;1.685.419;7.172.028;3.379.313;1.736.406;7.123.295;364.435;1.941.504;5.725.904;3.367.957;1.604.963;5.725.905;3.393.903;1.608.378;5.349.791;3.504.893;1.871.404;6.261.188;3.884.003;2.038.355;6.260.329;1.189.185;2.056.998;5431538;Stroke;Stroke;Stroke
717.898;3.177.886;1.681.886;7.170.987;336.781;174.114;7.103.933;3.663.623;194.853;5.699.579;3.424.412;1.610.597;5.717.725;3.422.883;1.606.283;5.405.079;3.569.069;1.831.422;6.261.402;3.882.572;2.038.324;6.261.897;1.190.172;2.056.731;5431569;Stroke;Stroke;Stroke
7.184.593;3.167.049;1.683.793;7.178.157;3.344.908;1.743.498;7.095.682;3.669.851;1.949.829;5.700.451;3.429.847;1.610.821;568.998;3.437.474;1.625.708;5.311.118;3.552.577;1.888.502;6.262.135;3.882.208;2.038.303;6.263.609;1.190.768;2.056.451;5431600;Stroke;Stroke;Stroke
721.422;3.131.337;1.678.988;7.196.858;3.328.448;1.742.312;7.113.378;3.677.061;1.947.806;570.717;3.423.848;1.612.644;5.696.837;3.438.854;1.625.453;5.290.895;3.602.464;1.885.439;6.261.943;3.880.584;2.038.226;6.266.573;1.191.357;205.629;5431631;Stroke;Stroke;Stroke
7.253.762;3.126.133;1.672.086;7.216.617;3.326.467;1.740.558;7.110.443;3.688.907;1.953.059;5.734.919;3.392.553;162.984;5.743.194;3.345.851;1.617.934;5.434.357;3.544.502;1.826.499;6.261.712;3.877.863;2.038.127;6.283.778;1.191.494;2.055.396;5431678;Stroke;Stroke;Stroke
7.294.579;3.167.863;1.668.792;7.244.853;3.350.054;1.741.043;7.112.135;3.689.986;1.953.363;580.829;3.247.569;1.615.421;5.933.411;3.188.721;1.582.041;5.435.839;3.544.783;1.826.716;6.261.545;387.675;2.038.026;6.283.815;1.191.693;2.055.334;5431694;Stroke;Stroke;Stroke
7.313.715;3.197.857;167.331;7.286.134;3.301.834;1.707.206;7.189.667;3.650.071;1.900.125;5.813.951;3.220.471;1.614.965;5.798.198;3.209.877;1.626.285;5.441.606;3.530.216;1.824.749;6.261.101;3.874.511;2.037.814;6.289.458;1.193.098;2.054.669;5431741;Stroke;Stroke;Stroke
7.320.205;3.208.535;1.684.384;7.362.792;3.187.114;1.651.467;7.243.213;3.435.814;1.850.358;5.788.821;3.198.259;1.619.956;5.779.655;3.207.448;1.628.928;5.437.942;3.536.154;1.826.364;6.260.348;3.873.728;2.037.648;6.286.964;1.193.974;2.054.134;5431772;Stroke;Stroke;Stroke
7.320.336;3.181.229;1.685.104;7.338.172;3.216.644;1.681.128;7.181.361;3.592.577;1.895.868;5.771.698;3.200.017;1.619.439;5.755.373;3.214.755;1.628.912;5.434.448;3.528.972;1.825.272;6.262.746;3.879.299;2.037.163;6.284.818;119.679;2.053.279;5431803;Stroke;Stroke;Stroke
7.311.102;3.119.581;168.529;7.318.413;3.195.685;1.690.559;7.125.369;3.663.513;1.945.285;573.206;3.236.814;1.605.764;5.719.721;3.261.597;1.613.763;5.417.869;3.533.042;1.826.435;6.259.761;3.876.522;2.036.991;6.291.437;1.199.138;2.051.905;5431834;Stroke;Stroke;Stroke
7.297.725;304.716;1.685.152;7.294.168;3.066.145;1.703.088;7.122.366;3.666.071;1.946.491;569.145;3.327.472;1.593.256;5.690.174;3.344.182;159.911;5.405.711;353.429;1.826.883;6.259.299;3.876.472;2.036.881;6.290.418;120.132;2.051.217;5431866;Stroke;Stroke;Stroke
7.297.776;3.030.451;1.686.969;7.302.863;3.047.259;1.713.859;7.122.133;366.608;1.946.857;5.671.453;3.381.413;1.598.055;56.743;3.392.992;1.604.261;5.304.199;357.925;1.865.913;6.258.747;3.874.806;2.036.733;6.296.345;1.204.515;2.050.021;5431897;Stroke;Stroke;Stroke
7.308.248;302.069;1.686.047;7.311.903;3.045.579;1.712.166;7.169.409;3.684.828;1.947.879;5.676.064;3.389.278;159.991;5.676.548;3.408.015;160.929;5.301.671;3.580.225;1.867.002;626.009;3.873.419;2.036.636;6.296.844;1.204.215;2.049.932;5431944;Stroke;Stroke;Stroke
7.352.234;3.012.745;1.674.295;7.357.878;3.078.671;1.693.106;7.186.129;367.299;1.937.114;5.735.569;3.317.126;1.561.748;5.697.537;336.897;1.622.892;5.343.094;3.549.093;1.845.804;6.261.436;3.873.049;2.036.623;6.299.081;1.205.497;2.049.147;5431975;Stroke;Stroke;Stroke
742.099;3.097.528;1.646.028;7.406.929;3.188.955;1.667.165;7.232.374;3.679.145;1.920.714;5.891.597;315.139;1.593.773;5.768.137;324.164;164.825;5.351.912;3.545.903;184.574;6.264.749;386.932;2.036.621;6.310.872;120.793;204.717;5432006;Stroke;Stroke;Stroke
7.451.461;3.213.165;1.635.971;739.008;3.393.667;1.714.548;7.219.844;3.679.269;1.952.424;6.022.252;2.977.012;1.589.987;5.858.064;3.119.532;165.142;53.655;3.547.093;1.849.541;6.267.168;3.868.973;2.036.485;6.316.183;1.209.512;2.045.868;5432038;Stroke;Stroke;Stroke
7.524.566;3.257.201;1.560.939;74.345;3.411.177;1.661.413;7.198.524;3.668.276;1.927.098;6.033.248;2.912.908;1.594.749;586.628;3.066.339;165.883;5.365.374;3.526.633;1.864.894;6.271.544;3.869.725;2.036.264;632.636;1.212.739;204.436;5432069;Stroke;Stroke;Stroke
7.510.452;3.326.025;1.575.373;7.432.406;341.042;1.659.405;7.198.268;3.663.604;1.925.322;6.034.987;2.898.656;1.594.624;5.866.309;3.052.913;1.659.772;5.360.274;3.515.682;1.869.039;6.272.327;3.866.842;2.035.968;6.329.705;1.215.241;2.042.655;5432100;Stroke;Stroke;Stroke
7.400.926;3.409.064;167.632;7.384.588;3.428.626;1.690.614;7.112.988;3.675.767;1.955.267;602.101;2.868.054;1.592.597;5.855.514;3.029.571;1.658.272;5.359.025;3.514.123;1.869.115;627.335;3.864.088;2.035.731;6.327.844;1.216.005;2.042.062;5432131;Stroke;Stroke;Stroke
732.913;3.353.624;172.189;7.318.348;3.411.566;1.751.666;7.064.472;3.661.561;1.990.091;5.986.968;2.867.164;1.583.663;5.828.255;3.027.592;1.651.834;5.352.117;3.508.875;1.870.171;6.274.887;3.859.166;2.035.369;6.330.585;1.218.453;2.040.069;5432163;Stroke;Stroke;Stroke
7.310.415;3.347.756;1.756.358;7.308.386;3.389.856;1.766.952;706.005;3.682.337;1.991.145;5.857.867;2.980.296;1.563.171;5.730.027;3.112.455;1.636.048;5.346.509;3.508.932;1.868.498;6.276.283;3.853.377;2.035.247;6.337.511;1.221.442;2.038.664;5432194;Stroke;Stroke;Stroke
7.321.785;3.227.065;1.713.965;7.308.772;3.362.102;1.770.246;7.052.104;3.691.314;1.992.815;578.595;3.162.456;1.535.256;5.672.389;3.254.091;1.612.974;5.331.703;3.528.996;1.859.952;6.275.611;3.850.383;2.035.065;6.344.207;1.227.239;2.036.035;5432241;Stroke;Stroke;Stroke
7.355.053;3.073.286;1.725.131;7.321.803;3.299.794;1.780.221;7.093.287;3.692.896;1.980.414;5.769.087;3.317.155;1.513.883;5.658.958;3.382.857;1.592.911;5.328.572;3.579.961;1.843.814;6.273.838;3.850.137;2.034.836;6.352.163;1.235.176;2.034.362;5432272;Stroke;Stroke;Stroke
7.365.141;3.058.722;1.724.089;7.335.015;3.275.243;1.785.133;711.643;3.691.142;1.969.332;5.766.705;33.793;1.513.475;5.649.925;3.431.697;1.593.685;5.299.586;358.889;1.848.136;6.274.025;3.851.131;2.034.605;6.352.882;1.237.145;2.033.454;5432303;Stroke;Stroke;Stroke
7.408.369;3.029.344;1.710.087;7.342.413;3.265.999;1.782.283;7.191.544;3.728.052;1.963.067;564.128;3.488.843;161.263;5.640.044;3.452.156;1.606.635;5.266.791;3.578.905;1.869.673;6.274.283;3.851.134;2.034.434;6.351.098;1.240.427;2.032.766;5432334;Stroke;Stroke;Stroke
7.439.531;3.054.379;1.700.022;7.457.867;3.105.149;1.689.906;729.405;3.576.349;1.889.821;5.800.061;3.386.347;1.534.772;5.665.946;3.434.063;1.617.122;52.636;3.577.213;1.877.995;6.275.679;3.851.306;2.034.307;6.349.986;1.241.022;2.032.382;5432366;Stroke;Stroke;Stroke
7.483.469;3.130.631;1.669.654;7.467.342;3.154.516;167.935;7.204.854;3.609.509;191.048;5.838.832;3.337.199;1.556.379;5.706.222;3.405.576;1.629.944;5.308.391;3.610.705;1.864.461;6.276.511;3.850.969;2.034.141;6.351.886;124.411;2.030.795;5432397;Stroke;Stroke;Stroke
7.482.511;3.253.134;1.663.934;7.485.064;3.311.282;166.154;7.218.077;3.561.843;1.920.498;6.128.155;315.649;1.538.766;5.959.779;3.242.907;1.605.892;5.454.652;3.502.157;182.109;6.277.625;3.850.929;2.033.884;6.352.746;1.246.693;2.029.442;5432444;Stroke;Stroke;Stroke
7.464.448;3.396.736;1.658.936;7.425.811;3.514.746;172.914;7.195.219;3.622.148;1.929.374;5.835.599;3.274.898;164.261;5.858.046;3.261.246;1.634.127;5.452.442;3.505.708;1.821.906;6.278.952;3.849.628;2.033.491;6.354.203;1.250.078;2.027.153;5432475;Stroke;Stroke;Stroke
7.434.083;3.461.621;1.670.576;7.422.213;3.488.771;1.669.097;7.175.082;3.633.071;1.938.017;5.841.331;326.741;1.640.563;5.854.864;3.260.927;163.464;5.446.372;351.083;1.823.635;627.949;3.849.203;2.032.951;6.353.129;1.254.305;2.025.151;5432506;Stroke;Stroke;Stroke
740.474;350.607;1.676.471;7.405.853;3.503.398;1.677.121;7.164.309;3.638.824;1.946.461;58.437;3.259.529;1.630.943;5.839.293;3.277.032;1.634.552;5.447.889;3.507.175;1.822.853;627.946;3.845.244;203.216;6.350.423;1.257.866;2.022.394;5432538;Retraction;Stroke;Stroke
7.398.231;3.539.214;163.275;7.320.837;3.561.884;1.718.395;7.088.654;3.629.897;1.989.151;580.276;3.334.743;1.620.253;5.765.208;3.375.346;163.183;5.277.627;3.600.865;1.884.007;6.278.806;3.842.412;2.031.417;634.711;1.263.154;2.019.314;5432569;Retraction;Stroke;Retraction
7.318.647;3.667.175;1.706.722;7.264.887;366.073;1.768.255;7.083.545;363.899;1.989.639;5.709.414;3.546.984;1.599.044;5.691.699;3.545.338;1.610.992;5.313.761;3.637.088;1.846.428;6.277.152;3.839.913;2.030.436;634.226;1.272.638;201.519;5432600;Retraction;Stroke;Retraction
7.289.629;3.691.807;1.713.222;7.244.709;3.674.107;177.495;709.318;3.614.402;1.997.003;5.626.165;3.730.177;1.591.631;5.618.816;3.758.288;1.587.396;529.894;367.098;1.844.916;6.275.621;3.839.287;2.029.309;6.336.406;1.279.465;2.011.641;5432631;Retraction;Stroke;Retraction
7.260.057;3.711.078;1.715.453;7.221.815;3.688.208;1.777.287;7.092.793;3.611.051;1.999.724;5.500.398;3.864.568;1.619.957;5.352.466;3.806.589;1.699.372;5.261.619;3.470.426;1.911.462;627.609;3.838.707;2.028.299;6.332.406;1.284.544;2.008.962;5432678;Retraction;Stroke;Retraction
7.217.175;3.737.089;1.734.389;7.195.659;371.546;1.777.705;7.091.992;3.611.243;2.000.238;5.490.682;3.897.207;1.621.854;5.432.487;4.005.165;1.636.104;5.178.466;3.593.214;1.862.913;6.277.355;3.836.693;2.027.369;6.329.756;1.291.687;2.005.467;5432709;Retraction;Stroke;Retraction
7.175.127;3.789.422;1.732.419;7.160.461;3.752.867;178.254;7.099.537;3.601.011;2.004.575;5.493.101;3.951.346;1.630.635;5.455.587;390.987;1.656.943;5.179.001;360.407;1.864.731;6.280.001;3.833.962;202.641;6.327.198;1.297.003;2.002.088;5432741;Retraction;Retraction;Retraction
7.091.334;3.867.812;1.701.428;7.099.648;3.797.541;1.773.433;7.123.524;3.595.713;1.994.062;5.509.643;3.988.586;1.642.877;547.091;4.087.678;1.696.426;5.175.097;3.616.007;1.868.186;6.283.323;3.831.804;2.025.643;6.324.578;1.303.053;1.998.876;5432788;Retraction;Retraction;Retraction
706.212;3.900.542;1.706.257;7.090.985;3.680.279;1.746.131;7.128.667;3.562.732;2.006.868;5.543.303;4.039.521;1.670.032;5.501.309;39.819;1.705.118;5.267.606;3.661.237;1.914.193;6.287.383;3.831.568;2.024.261;632.385;1.310.008;1.995.694;5432803;Retraction;Retraction;Retraction
696.189;4.052.382;1.696.975;6.998.104;3.987.631;174.751;7.127.285;3.572.399;2.007.878;5.627.303;4.094.786;1.672.292;5.540.379;3.970.245;1.735.996;5.280.794;3.598.324;1.940.059;628.964;3.832.854;2.022.723;6.322.033;1.316.945;1.992.073;5432834;Retraction;Retraction;Retraction
6.945.047;4.067.705;1.700.397;6.964.211;3.943.928;1.745.896;7.125.768;3.577.232;200.856;568.703;4.117.193;1.694.679;5.619.357;4.033.278;1.724.369;5.288.539;3.611.494;1.938.817;6.291.074;3.831.221;2.021.545;632.084;1.322.312;1.988.495;5432866;Retraction;Retraction;Retraction
6.892.727;4.078.023;170.918;6.940.294;3.976.097;1.741.789;7.105.836;3.609.497;2.004.347;5.804.461;4.141.816;170.271;5.675.873;406.055;1.731.756;5.299.507;3.622.348;193.981;629.221;3.830.722;202.009;6.321.077;1.331.815;1.984.243;5432913;Retraction;Retraction;Retraction
6.857.275;4.108.387;1.719.652;6.903.627;4.004.086;1.752.503;7.150.353;3.563.584;2.007.449;5.928.348;4.173.437;171.086;5.682.169;4.083.936;1.770.086;5.314.576;3.639.472;1.938.914;6.293.111;3.830.535;2.019.118;6.325.587;1.341.299;1.980.701;5432944;Retraction;Retraction;Retraction
6.820.457;4.141.088;1.729.259;6.864.088;4.031.889;1.757.742;7.152.937;3.560.112;2.008.405;5.987.004;4.181.644;1.717.272;5.964.981;416.384;1.747.592;5.320.957;3.648.073;1.938.972;629.361;3.830.282;2.018.508;6.324.694;1.346.478;1.978.424;5432975;Retraction;Retraction;Retraction
6.799.041;4.124.415;1.744.861;6.806.119;4.038.148;176.376;7.159.708;3.555.076;2.009.948;6.410.344;4.218.283;1.721.377;6.030.804;4.157.493;174.622;5.321.128;3.649.641;1.941.507;6.292.882;3.830.784;2.017.949;6.323.751;1.349.952;1.976.774;5433006;Retraction;Retraction;Retraction
6.897.243;434.815;1.763.974;6.782.278;4.057.953;1.766.174;7.160.449;3.558.005;2.009.358;6.425.482;4.224.759;1.721.558;6.154.104;4.135.932;1.751.208;5.319.358;3.665.673;1.942.816;6.293.459;3.834.685;2.017.485;6.321.703;1.356.304;1.974.731;5433038;Retraction;Retraction;Retraction
6.388.959;4.123.501;172.866;6.534.646;3.979.327;1.775.789;7.154.093;3.584.471;2.005.798;6.432.291;4.229.703;1.721.769;6.155.684;4.135.243;1.752.184;5.318.694;3.664.757;1.943.335;62.931;3.835.937;2.017.254;6.321.099;1.359.075;1.973.635;5433069;Retraction;Retraction;Retraction
6.351.346;415.108;171.371;652.399;3.998.768;1.775.573;7.153.831;3.596.378;2.003.811;6.440.707;4.236.613;1.722.769;6.167.212;4.140.409;1.753.653;5.319.813;367.001;1.942.816;629.299;3.835.973;2.017.163;6.322.024;1.361.386;1.972.692;5433100;Retraction;Retraction;Retraction
635.101;4.163.255;1.721.029;6.459.882;4.042.962;1.753.721;7.141.687;3.666.606;1.977.441;6.448.453;424.698;1.723.859;6.196.351;4.141.097;1.760.012;5.318.724;3.669.642;1.943.002;6.292.694;3.836.471;2.017.025;6.321.279;1.362.801;1.972.118;5433131;Retraction;Retraction;Retraction
6.384.283;4.172.373;1.726.039;672.472;4.112.955;1.777.349;7.152.592;3.652.396;1.985.905;6.453.747;4.262.704;1.726.061;6.188.455;41.489;1.764.409;5.306.437;3.664.225;1.944.968;6.292.065;38.366;2.016.937;6.320.271;1.363.834;1.971.651;5433163;Retraction;Retraction;Retraction
6.400.271;4.189.208;1.729.659;6.773.754;4.105.422;1.792.562;7.166.136;3.625.154;199.392;6.461.246;4.276.164;1.732.061;6.311.334;4.112.717;1.806.429;5.278.315;3.651.989;1.951.158;6.292.055;3.836.905;2.016.881;6.320.016;1.364.452;1.971.417;5433209;Retraction;Retraction;Retraction
6.459.257;4.212.478;173.987;6.770.085;410.829;1.793.176;7.174.092;36.171;199.481;6.460.707;4.305.336;1.735.907;6.127.321;4.220.463;1.783.899;5.259.323;3.638.947;1.954.713;6.292.726;3.836.173;2.016.843;6.318.655;1.364.843;1.971.328;5433241;Retraction;Retraction;Retraction
6.282.162;4.475.832;1.744.555;6.755.906;411.046;1.800.955;7.180.099;3.615.697;1.995.349;6.455.702;433.883;1.740.657;6.119.012;4.221.695;1.787.484;5.249.697;3.637.617;1.957.614;6.292.776;3.835.685;2.016.768;6.317.586;136.534;1.971.325;5433272;Retraction;Retraction;Retraction
6.299.477;4.475.188;1.746.199;6.562.917;4.261.487;1.790.772;7.181.645;3.616.394;1.995.237;6.447.854;436.863;1.746.169;6.093.479;4.230.526;1.791.254;5.237.519;3.629.753;196.179;6.292.621;383.547;2.016.707;6.316.862;136.527;1.971.369;5433303;Retraction;Retraction;Retraction
6.308.894;4.474.526;1.748.281;6.803.265;4.171.881;1.831.323;7.191.688;3.616.335;199.614;6.435.063;4.394.343;1.751.328;6.074.516;4.238.146;1.795.881;5.224.742;3.622.516;1.965.445;6.292;3.832.191;2.016.543;6.310.793;136.308;1.972.286;5433334;Retraction;Retraction;Retraction
6.338.499;4.469.833;175.312;6.579.784;4.295.866;1.803.506;7.169.834;3.668.623;1.989.622;64.239;4.417.321;1.755.305;6.055.555;4.238.285;1.802.759;5.210.027;3.609.498;1.971.133;6.292.111;3.831.038;201.651;6.307.693;1.361.052;1.973.049;5433366;Rest;Retraction;Retraction
6.326.073;4.469.289;175.763;6.651.325;4.260.866;1.810.869;7.245.184;3.850.569;1.967.897;6.420.693;4.433.991;1.759.051;605.074;425.323;1.808.644;5.205.439;3.608.357;1.974.401;6.292.754;3.830.375;2.016.485;6.303.809;135.676;1.974.704;5433397;Rest;Retraction;Retraction
6.308.074;4.454.449;1.763.942;6.432.875;4.420.584;1.786.964;7.256.963;3.848.937;1.968.316;6.417.224;4.446.292;176.204;6.047.159;4.257.702;1.811.196;5.200.814;3.615.593;1.977.197;6.292.793;3.830.021;2.016.522;6.301.849;1.353.847;197.614;5433444;Rest;Retraction;Retraction
627.188;4.440.892;1.770.551;6.633.012;4.289.256;1.821.818;7.215.669;3.621.147;2.011.714;6.412.645;4.452.311;1.764.609;6.042.415;4.256.562;1.815.513;5.192.278;361.568;1.980.864;6.291.447;38.288;201.669;6.299.543;135.143;1.977.527;5433475;Rest;Retraction;Rest
6.080.218;4.495.387;1.781.865;6.390.512;4.461.829;1.779.866;7.070.258;3.777.976;1.970.072;6.413.009;4.455.012;1.765.775;6.040.526;4.256.791;181.709;5.190.996;3.616.986;198.276;6.289.764;3.827.974;2.016.903;6.294.696;1.346.819;1.979.944;5433506;Rest;Retraction;Rest
6.289.549;4.180.522;1.847.396;6.591.407;4.239.001;1.836.499;7.230.818;3.534.811;2.029.503;6.329.855;4.300.279;1.798.581;6.037.634;4.257.332;1.818.849;5.188.892;3.618.441;1.984.834;6.288.915;3.829.394;2.017.343;6.291.475;1.343.833;1.981.804;5433538;Rest;Rest;Rest
6.394.757;4.101.513;184.587;6.713.387;4.177.902;1.833.065;7.232.342;3.538.034;2.027.731;6.413.821;4.451.672;1.768.021;6.033.047;4.254.909;1.820.414;5.187.952;3.617.291;1.987.407;6.286.862;3.826.341;201.841;6.287.774;1.338.711;1.984.402;5433569;Rest;Rest;Rest
6.351.573;4.415.242;1.777.652;6.652.713;4.203.926;1.819.173;7.232.921;3.545.129;2.026.542;6.327.609;428.101;1.802.727;6.030.454;4.252.638;1.821.032;5.187.045;3.616.779;1.988.674;6.284.748;3.827.777;2.018.946;6.282.426;1.335.549;198.669;5433600;Rest;Rest;Rest
6.306.484;4.452.822;1.768.583;6.670.672;4.201.883;1.820.251;721.643;3.569.615;2.023.393;6.418.786;4.432.255;1.770.061;6.022.732;4.248.538;18.201;5.185.638;3.616.379;1.989.707;6.281.734;3.832.654;2.019.908;6.278.495;1.332.927;1.988.271;5433647;Rest;Rest;Rest
6.292.137;4.450.643;1.768.185;6.660.617;4.194.068;1.820.552;7.209.698;3.579.542;2.021.902;6.419.821;4.422.415;1.770.469;6.018.785;4.243.807;1.819.608;5.185.586;3.615.971;1.990.731;6.282.195;3.834.024;2.021.654;6.276.196;1.329.535;1.990.149;5433663;Rest;Rest;Rest
6.288.372;4.450.687;1.768.463;652.816;4.217.254;1.823.547;7.204.975;3.583.107;20.214;6.413.773;4.411.798;1.770.672;6.016.488;4.241.648;181.926;5.186.291;361.756;1.991.599;628.065;383.287;2.022.801;6.273.226;1.325.399;1.991.796;5433709;Rest;Rest;Rest
6.277.036;44.173;1.769.818;6.539.511;4.240.454;1.813.616;7.114.454;3.689.169;2.000.034;6.403.607;4.402.539;1.770.334;6.013.965;4.234.172;181.882;5.185.528;3.616.191;1.992.474;627.871;3.830.139;2.024.495;6.267.192;1.320.879;1.994.586;5433741;Rest;Rest;Rest
626.559;4.398.926;1.770.498;6.547.864;42.314;1.812.046;7.156.022;3.612.113;2.017.624;6.400.224;4.392.884;1.770.915;6.005.264;4.225.047;1.820.464;5.177.468;3.615.954;1.995.601;6.276.568;3.829.526;2.025.382;626.316;1.316.666;1.996.728;5433772;Rest;Rest;Rest
6.260.871;4.380.721;1.772.569;6.373.042;4.278.777;1.815.944;7.132.016;3.677.403;2.005.159;6.399.384;4.381.083;1.772.229;6.004.665;4.219.681;1.820.643;5.174.949;3.616.662;1.996.292;6.269.441;38.272;2.026.889;6.254.243;1.314.121;1.998.717;5433803;Rest;Rest;Rest
6.263.262;4.364.967;1.774.679;6.383.414;4.269.874;1.824.566;7.137.607;365.351;2.012.513;6.398.131;4.377.053;1.772.638;6.004.191;4.213.357;1.821.772;5.169.837;3.617.444;1.997.514;6.266.431;3.826.763;2.028.297;6.249.073;1.311.553;2.000.634;5433834;Rest;Rest;Rest
6.261.814;4.361.666;1.775.056;6.389.242;4.265.223;1.830.581;7.149.948;3.641.542;2.016.333;6.397.197;437.066;1.773.694;60.014;4.206.679;1.823.317;516.463;361.534;1.999.223;6.262.985;3.825.352;2.029.675;6.244.813;1.306.718;2.002.768;5433866;Rest;Rest;Rest
6.259.498;4.354.596;1.775.994;6.407.398;4.253.135;1.836.088;7.162.658;3.622.651;20.218;6.396.518;4.365.489;1.774.721;6.005.369;4.201.014;1.824.684;5.160.943;3.616.253;1.999.948;6.260.145;3.824.249;2.030.803;6.241.426;1.304.492;2.004.189;5433913;Rest;Rest;Rest
6.252.986;434.119;1.777.784;6.392.416;4.237.344;1.838.072;7.166.085;3.621.197;2.022.578;6.395.401;4.360.781;1.775.979;6.002.172;4.189.183;182.738;5.146.639;3.615.186;200.184;6.253.996;382.467;203.205;6.237.371;1.301.018;2.005.652;5433944;Rest;Rest;Rest
6.253.451;434.031;177.819;6.446.249;4.202.322;1.824.267;7.166.457;3.621.652;2.022.543;6.391.932;4.356.179;1.777.141;6.011.508;4.173.301;1.830.045;5.141.524;3.612.412;2.003.241;6.251.299;3.823.673;2.033;6.235.732;1.296.327;2.007.587;5433975;Rest;Rest;Rest
6.253.886;4.340.125;1.778.826;6.504.078;41.786;1.817.178;7.176.152;3.615.124;2.024.619;6.389.552;4.351.848;177.832;6.008.693;4.167.981;1.831.712;5.137.476;3.609.046;2.004.905;6.247.848;3.822.983;2.034.055;6.234.073;1.292.604;200.908;5434006;Rest;Rest;Rest
6.255.417;4.337.481;1.779.981;6.505.402;4.180.936;1.817.245;7.175.779;3.615.439;2.024.679;6.387.689;4.349.974;1.779.444;6.006.437;4.167.344;1.832.487;5.135.427;3.609.432;200.586;6.244.326;3.821.066;2.035.219;6.231.901;1.289.683;2.010.512;5434038;Rest;Rest;Rest
6.255.084;4.330.123;1.780.799;6.461.364;4.217.888;1.807.168;7.156.348;3.691.442;2.009.328;6.385.798;434.646;1.781.063;6.005.558;4.166.992;1.833.179;513.495;3.608.747;2.006.591;6.239.279;3.818.301;2.036.353;6.230.837;1.285.463;2.012.184;5434069;Rest;Rest;Rest
6.254.172;4.329.035;1.781.233;6.479.806;420.193;1.813.504;7.168.509;3.652.816;2.020.245;6.383.761;4.345.447;1.781.901;6.003.435;4.167.686;1.834.171;5.132.149;3.612.548;2.007.863;6.236.018;3.820.017;2.037.171;6.229.441;1.282.401;2.013.795;5434116;Rest;Rest;Rest
6.257.543;4.322.723;1.782.208;6.456.726;4.215.358;1.807.855;7.158.126;3.698.425;2.014.218;6.381.082;4.343.885;178.308;6.001.831;4.168.958;1.834.866;5.131.353;3.614.269;2.008.795;6.233.152;3.821.132;2.038.071;6.229.335;1.280.566;2.014.751;5434131;Rest;Rest;Rest
6.256.711;4.322.052;1.782.422;6.348.067;4.187.842;1.842.526;717.931;3.650.065;2.026.766;6.379.591;4.343.441;17.837;5.999.147;4.168.459;1.835.737;5.130.157;361.398;2.010.013;6.232.231;3.820.889;2.039.093;6.229.829;1.278.635;2.016.037;5434163;Rest;Rest;Rest
6.257.089;4.324.441;1.782.732;6.517.015;4.211.039;1.819.771;717.479;3.645.063;2.028.855;6.376.611;4.342.902;1.784.427;5.998.171;4.168.009;183.621;5.129.918;3.615.373;2.010.894;6.230.415;3.820.326;204.001;6.232.285;1.275.823;2.018.097;5434209;Rest;Rest;Rest
6.257.037;432.522;1.782.978;6.533.374;4.172.745;1.827.657;7.175.562;3.616.524;2.039.906;6.374.799;4.342.852;1.785.001;5.999.513;4.170.168;1.836.434;5.131.486;3.619.747;2.011.463;6.229.185;382.284;2.040.866;6.231.512;1.272.163;2.019.512;5434241;Rest;Rest;Rest
6.254.092;4.326.061;178.371;6.535.039;4.173.991;1.827.826;7.173.965;361.703;2.040.408;6.371.715;4.341.363;1.785.786;5.998.718;4.170.665;1.837.237;5.129.914;3.622.529;2.012.402;6.229.904;3.824.285;2.042.117;6.230.683;1.267.304;2.021.827;5434272;Rest;Rest;Rest
6.256.489;4.323.615;1.784.942;6.548.937;4.141.819;1.836.133;7.180.861;3.579.972;2.049.052;6.369.931;4.340.466;178.665;6.005.113;4.169.208;1.838.632;5.130.233;3.625.331;2.013.049;6.228.641;3.824.934;2.043.067;6.229.938;126.505;2.022.995;5434303;Rest;Rest;Rest
6.255.555;4.321.908;1.785.375;6.555.579;4.134.173;1.837.223;7.184.761;357.698;2.051.002;6.366.689;433.731;1.787.888;6.005.522;4.169.723;183.902;5.129.961;3.628.319;2.013.613;6.227.461;3.827.978;2.044.316;6.229.693;1.263.816;202.427;5434334;Rest;Rest;Rest
6.253.366;4.320.871;1.785.927;6.556.055;4.131.618;1.837.144;7.183.565;3.578.365;2.051.562;6.366.392;4.335.808;1.788.837;6.006.018;4.170.755;183.946;5.129.744;363.097;2.014.106;6.226.853;3.828.897;2.045.172;6.228.684;1.261.868;2.025.678;5434366;Rest;Rest;Rest
