frame,verdadeiro,classificado,rotulo_d,saida_d,rotulo_p,saida_p,rotulo_h,saida_h,rotulo_s,saida_s,rotulo_r,saida_r
2453,D,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2454,P,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2455,P,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2456,P,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2457,P,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2458,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2459,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2460,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2461,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2462,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2463,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2464,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2465,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2466,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2467,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2468,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2469,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2470,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2471,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2472,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2473,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2474,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2475,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2476,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2477,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2478,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2479,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2480,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2481,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2482,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2483,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2484,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2485,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2486,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2487,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2488,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2489,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2490,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2491,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2492,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2493,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2494,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2495,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2496,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2497,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2498,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
2499,S,S,ND,0.5539,NP,-0.5523,NH,0.91,NS,-0.0994,NR,-0.8656
2500,P,S,ND,0.554,NP,-0.5525,NH,0.9101,NS,-0.099,NR,-0.8657
2501,P,S,ND,0.5545,NP,-0.5529,NH,0.9101,NS,-0.0979,NR,-0.8658
2502,P,S,ND,0.5556,NP,-0.554,NH,0.9104,NS,-0.0951,NR,-0.8662
2503,P,S,ND,0.5578,NP,-0.5562,NH,0.9108,NS,-0.0898,NR,-0.8668
2504,P,S,ND,0.5608,NP,-0.5588,NH,0.9114,NS,-0.0828,NR,-0.8677
2505,P,S,ND,0.5648,NP,-0.5625,NH,0.9122,NS,-0.0732,NR,-0.8689
2506,P,S,ND,0.5697,NP,-0.5667,NH,0.9132,NS,-0.0619,NR,-0.8704
2507,P,S,ND,0.5731,NP,-0.57,NH,0.9139,NS,-0.0535,NR,-0.8714
2508,P,S,ND,0.5786,NP,-0.5756,NH,0.915,NS,-0.0399,NR,-0.8731
2509,P,S,ND,0.5829,NP,-0.5803,NH,0.9159,NS,-0.0289,NR,-0.8744
2510,H,S,ND,0.5872,NP,-0.5845,NH,0.9168,NS,-0.0185,NR,-0.8757
2511,H,S,ND,0.592,NP,-0.5881,NH,0.9177,NS,-0.0078,NR,-0.8773
2512,H,S,ND,0.599,NP,-0.5911,NH,0.9192,S,0.0057,NR,-0.8795
2513,H,S,ND,0.6107,NP,-0.5937,NH,0.9216,S,0.0258,NR,-0.8833
2514,H,S,ND,0.6271,NP,-0.5903,NH,0.9249,S,0.0469,NR,-0.8887
2515,H,S,ND,0.6475,NP,-0.5812,NH,0.9291,S,0.0685,NR,-0.8954
2516,H,S,ND,0.659,NP,-0.5929,NH,0.9315,S,0.0981,NR,-0.8997
2517,R,S,ND,0.6677,NP,-0.6075,NH,0.9333,S,0.1261,NR,-0.9031
2518,R,S,ND,0.6739,NP,-0.6438,NH,0.9346,S,0.1722,NR,-0.9055
2519,R,S,ND,0.6787,NP,-0.6797,NH,0.9357,S,0.2169,NR,-0.9088
2520,R,S,ND,0.6857,NP,-0.6903,NH,0.9371,S,0.236,NR,-0.9085
2521,R,S,ND,0.6964,NP,-0.7083,NH,0.9394,S,0.2685,NR,-0.9094
2522,R,S,ND,0.7071,NP,-0.7104,NH,0.9416,S,0.2888,NR,-0.9153
2523,R,S,ND,0.7218,NP,-0.7162,NH,0.9445,S,0.2695,NR,-0.8737
2524,R,S,ND,0.7393,NP,-0.7271,NH,0.9479,S,0.2152,NR,-0.7864
2525,R,S,ND,0.7558,NP,-0.7396,NH,0.9503,S,0.0647,NR,-0.603
2526,R,S,ND,0.761,NP,-0.7571,NH,0.9483,NS,-0.0909,NR,-0.4255
2527,R,S,ND,0.745,NP,-0.7889,NH,0.9306,NS,-0.1547,NR,-0.3661
2528,R,S,ND,0.6694,NP,-0.9626,NH,0.8382,NS,-0.221,NR,-0.3378
2529,R,S,ND,0.6221,NP,-1.2117,NH,0.6391,NS,-0.2285,NR,-0.4079
2530,R,H,ND,0.4459,NP,-1.7684,NH,0.1759,NS,-0.3072,NR,-0.5989
2531,R,H,ND,0.0895,NP,-2.7248,H,-0.6551,NS,-0.3928,NR,-1.0775
2532,R,H,D,-0.2352,NP,-3.7219,H,-1.5266,NS,-0.4305,NR,-1.5966
2533,R,H,D,-0.8418,NP,-4.7782,H,-2.4834,NS,-0.6092,NR,-2.3523
2534,R,H,D,-1.2266,NP,-5.5345,H,-3.2074,NS,-0.6144,NR,-2.989
2535,R,H,D,-1.5355,NP,-5.597,H,-3.2914,NS,-0.7022,NR,-3.263
2536,R,H,D,-1.7744,NP,-5.6594,H,-3.3325,NS,-0.8584,NR,-3.4193
2537,R,H,D,-1.9632,NP,-5.4024,H,-3.1219,NS,-0.9206,NR,-3.591
2538,P,H,D,-2.1344,NP,-5.1381,H,-2.8598,NS,-1.0002,NR,-3.7444
2539,P,H,D,-2.2086,NP,-5.1902,H,-2.8897,NS,-1.0134,NR,-3.8224
2540,P,H,D,-2.2192,NP,-4.9623,H,-2.6234,NS,-1.0237,NR,-3.8295
2541,P,H,D,-2.268,NP,-4.8148,H,-2.4323,NS,-1.123,NR,-3.7726
2542,P,H,D,-2.2312,NP,-4.7906,H,-2.4203,NS,-1.0265,NR,-3.7417
2543,P,H,D,-2.0761,NP,-4.6305,H,-2.2892,NS,-0.9464,NR,-3.6498
2544,P,H,D,-1.5526,NP,-3.807,H,-1.6062,NS,-0.862,NR,-3.1004
2545,P,D,D,-1.1955,NP,-3.0857,H,-1.0519,NS,-0.7506,NR,-2.7043
2546,P,D,D,-0.9532,NP,-2.6254,H,-0.7125,NS,-0.6796,NR,-2.3318
2547,P,D,D,-0.6642,NP,-1.8008,NH,0.0035,NS,-0.6161,NR,-1.8615
2548,P,D,D,-0.5309,NP,-1.3479,NH,0.3907,NS,-0.5565,NR,-1.5805
2549,P,D,D,-0.4226,NP,-1.0798,NH,0.6424,NS,-0.5267,NR,-1.3615
2550,P,D,D,-0.1898,NP,-0.8348,NH,0.8339,NS,-0.4774,NR,-1.1121
2551,P,D,D,-0.1197,NP,-0.7567,NH,0.9092,NS,-0.4713,NR,-1.0087
2552,P,D,D,-0.1134,NP,-0.7413,NH,0.9341,NS,-0.4825,NR,-0.9592
2553,P,D,D,-0.1255,NP,-0.7444,NH,0.9424,NS,-0.4938,NR,-0.9376
2554,P,D,D,-0.1158,NP,-0.7427,NH,0.9454,NS,-0.4885,NR,-0.9282
2555,P,D,D,-0.0817,NP,-0.7338,NH,0.9453,NS,-0.4686,NR,-0.9225
2556,P,D,D,-0.023,NP,-0.7176,NH,0.9428,NS,-0.4344,NR,-0.9163
2557,P,D,ND,0.0257,NP,-0.704,NH,0.9404,NS,-0.406,NR,-0.9115
2558,P,D,ND,0.0875,NP,-0.6865,NH,0.937,NS,-0.37,NR,-0.9059
2559,P,D,ND,0.1237,NP,-0.6762,NH,0.935,NS,-0.3489,NR,-0.9027
2560,P,D,ND,0.1509,NP,-0.6684,NH,0.9334,NS,-0.3331,NR,-0.9004
2561,H,D,ND,0.1762,NP,-0.6611,NH,0.9319,NS,-0.3183,NR,-0.8982
2562,H,D,ND,0.2033,NP,-0.6533,NH,0.9303,NS,-0.3027,NR,-0.8959
2563,H,D,ND,0.232,NP,-0.645,NH,0.9286,NS,-0.286,NR,-0.8934
2564,H,D,ND,0.266,NP,-0.6352,NH,0.9267,NS,-0.2663,NR,-0.8905
2565,H,S,ND,0.3012,NP,-0.6251,NH,0.9246,NS,-0.2459,NR,-0.8875
2566,H,S,ND,0.338,NP,-0.6145,NH,0.9225,NS,-0.2245,NR,-0.8843
2567,H,S,ND,0.3735,NP,-0.6042,NH,0.9204,NS,-0.2039,NR,-0.8812
2568,H,S,ND,0.4049,NP,-0.5952,NH,0.9186,NS,-0.1858,NR,-0.8785
2569,H,S,ND,0.4288,NP,-0.5883,NH,0.9173,NS,-0.172,NR,-0.8764
2570,H,S,ND,0.4455,NP,-0.5835,NH,0.9163,NS,-0.1623,NR,-0.875
2571,H,S,ND,0.4572,NP,-0.5801,NH,0.9156,NS,-0.1555,NR,-0.874
2572,H,S,ND,0.4653,NP,-0.5776,NH,0.9151,NS,-0.1509,NR,-0.8733
2573,H,S,ND,0.4713,NP,-0.5755,NH,0.9148,NS,-0.1477,NR,-0.8728
2574,H,S,ND,0.4757,NP,-0.5739,NH,0.9146,NS,-0.1455,NR,-0.8725
2575,H,S,ND,0.4814,NP,-0.5701,NH,0.9145,NS,-0.144,NR,-0.8722
2576,H,S,ND,0.4917,NP,-0.5635,NH,0.9142,NS,-0.1413,NR,-0.8715
2577,H,S,ND,0.5027,NP,-0.5546,NH,0.9141,NS,-0.1403,NR,-0.8704
2578,H,S,ND,0.5193,NP,-0.5403,NH,0.9141,NS,-0.1406,NR,-0.8678
2579,R,S,ND,0.5456,NP,-0.5182,NH,0.9143,NS,-0.1425,NR,-0.8616
2580,R,S,ND,0.5604,NP,-0.512,NH,0.9147,NS,-0.1468,NR,-0.8483
2581,R,S,ND,0.5735,NP,-0.5138,NH,0.9154,NS,-0.1552,NR,-0.8244
2582,R,S,ND,0.5847,NP,-0.5272,NH,0.9166,NS,-0.1681,NR,-0.786
2583,P,S,ND,0.594,NP,-0.554,NH,0.9182,NS,-0.1852,NR,-0.7316
2584,P,S,ND,0.6072,NP,-0.581,NH,0.9207,NS,-0.2102,NR,-0.6644
2585,P,S,ND,0.623,NP,-0.6075,NH,0.9235,NS,-0.2341,NR,-0.5961
2586,P,S,ND,0.6263,NP,-0.6149,NH,0.9235,NS,-0.2281,NR,-0.5914
2587,P,S,ND,0.6288,NP,-0.6156,NH,0.9226,NS,-0.2123,NR,-0.605
2588,P,S,ND,0.624,NP,-0.6074,NH,0.919,NS,-0.1828,NR,-0.6508
2589,P,S,ND,0.617,NP,-0.5915,NH,0.9146,NS,-0.1642,NR,-0.6967
2590,P,S,ND,0.6143,NP,-0.58,NH,0.9133,NS,-0.156,NR,-0.7203
2591,P,S,ND,0.595,NP,-0.5532,NH,0.9027,NS,-0.1314,NR,-0.8012
2592,P,S,ND,0.5886,NP,-0.5367,NH,0.8971,NS,-0.1274,NR,-0.8336
2593,P,S,ND,0.582,NP,-0.5305,NH,0.8921,NS,-0.1245,NR,-0.8538
2594,H,S,ND,0.5773,NP,-0.5301,NH,0.8894,NS,-0.1221,NR,-0.8639
2595,H,S,ND,0.5732,NP,-0.5316,NH,0.8886,NS,-0.1204,NR,-0.8687
2596,H,S,ND,0.5702,NP,-0.5344,NH,0.8893,NS,-0.1184,NR,-0.8702
2597,H,S,ND,0.5677,NP,-0.5379,NH,0.8913,NS,-0.115,NR,-0.8704
2598,H,S,ND,0.5658,NP,-0.5401,NH,0.8941,NS,-0.1122,NR,-0.8699
2599,H,S,ND,0.5644,NP,-0.5436,NH,0.8955,NS,-0.109,NR,-0.8694
2600,H,S,ND,0.5632,NP,-0.5463,NH,0.8971,NS,-0.1062,NR,-0.8689
2601,H,S,ND,0.5622,NP,-0.5495,NH,0.8982,NS,-0.1034,NR,-0.8685
2602,H,S,ND,0.5616,NP,-0.5512,NH,0.8994,NS,-0.1013,NR,-0.8682
2603,H,S,ND,0.5611,NP,-0.5525,NH,0.9005,NS,-0.0996,NR,-0.868
2604,H,S,ND,0.5607,NP,-0.5536,NH,0.9015,NS,-0.098,NR,-0.8678
2605,H,S,ND,0.5603,NP,-0.5543,NH,0.903,NS,-0.0963,NR,-0.8677
2606,H,S,ND,0.5598,NP,-0.5547,NH,0.9045,NS,-0.0951,NR,-0.8675
2607,H,S,ND,0.5591,NP,-0.5549,NH,0.9058,NS,-0.0944,NR,-0.8673
2608,H,S,ND,0.5587,NP,-0.555,NH,0.9072,NS,-0.0934,NR,-0.8671
2609,H,S,ND,0.5583,NP,-0.555,NH,0.9083,NS,-0.0929,NR,-0.867
2610,H,S,ND,0.558,NP,-0.555,NH,0.9091,NS,-0.0924,NR,-0.8669
2611,H,S,ND,0.5578,NP,-0.5549,NH,0.9097,NS,-0.0922,NR,-0.8668
2612,H,S,ND,0.5575,NP,-0.555,NH,0.9101,NS,-0.092,NR,-0.8667
2613,H,S,ND,0.5573,NP,-0.5549,NH,0.9103,NS,-0.0922,NR,-0.8667
2614,H,S,ND,0.557,NP,-0.5547,NH,0.9104,NS,-0.0927,NR,-0.8666
2615,H,S,ND,0.5568,NP,-0.5545,NH,0.9105,NS,-0.0931,NR,-0.8665
2616,H,S,ND,0.5566,NP,-0.5542,NH,0.9105,NS,-0.0937,NR,-0.8664
2617,H,S,ND,0.5564,NP,-0.554,NH,0.9105,NS,-0.0942,NR,-0.8664
2618,H,S,ND,0.5563,NP,-0.5539,NH,0.9105,NS,-0.0944,NR,-0.8664
2619,H,S,ND,0.5563,NP,-0.5539,NH,0.9105,NS,-0.0944,NR,-0.8663
2620,H,S,ND,0.5562,NP,-0.5539,NH,0.9105,NS,-0.0944,NR,-0.8663
2621,H,S,ND,0.5563,NP,-0.554,NH,0.9105,NS,-0.0942,NR,-0.8663
2622,H,S,ND,0.5562,NP,-0.5541,NH,0.9105,NS,-0.0942,NR,-0.8663
2623,H,S,ND,0.5562,NP,-0.5541,NH,0.9105,NS,-0.0943,NR,-0.8663
2624,H,S,ND,0.5562,NP,-0.5541,NH,0.9105,NS,-0.0941,NR,-0.8663
2625,H,S,ND,0.5564,NP,-0.5541,NH,0.9105,NS,-0.0939,NR,-0.8664
2626,H,S,ND,0.5562,NP,-0.5538,NH,0.9105,NS,-0.0945,NR,-0.8663
2627,H,S,ND,0.556,NP,-0.5537,NH,0.9104,NS,-0.095,NR,-0.8663
2628,H,S,ND,0.5558,NP,-0.5535,NH,0.9104,NS,-0.0954,NR,-0.8662
2629,P,S,ND,0.5556,NP,-0.5532,NH,0.9104,NS,-0.096,NR,-0.8662
2630,P,S,ND,0.5554,NP,-0.5531,NH,0.9103,NS,-0.0964,NR,-0.8661
2631,P,S,ND,0.5551,NP,-0.5526,NH,0.9103,NS,-0.0972,NR,-0.866
2632,P,S,ND,0.555,NP,-0.5525,NH,0.9102,NS,-0.0976,NR,-0.866
2633,P,S,ND,0.5547,NP,-0.5522,NH,0.9102,NS,-0.0983,NR,-0.8659
2634,P,S,ND,0.5544,NP,-0.5521,NH,0.9101,NS,-0.0988,NR,-0.8658
2635,P,S,ND,0.5542,NP,-0.5521,NH,0.9101,NS,-0.0991,NR,-0.8658
2636,P,S,ND,0.5541,NP,-0.5521,NH,0.9101,NS,-0.0992,NR,-0.8657
2637,P,S,ND,0.554,NP,-0.5522,NH,0.9101,NS,-0.0992,NR,-0.8657
2638,P,S,ND,0.554,NP,-0.5523,NH,0.9101,NS,-0.0992,NR,-0.8657
2639,P,S,ND,0.554,NP,-0.5523,NH,0.9101,NS,-0.0992,NR,-0.8657
2640,P,S,ND,0.554,NP,-0.5523,NH,0.9101,NS,-0.0992,NR,-0.8657
2641,P,S,ND,0.554,NP,-0.5522,NH,0.9101,NS,-0.0993,NR,-0.8657
2642,H,S,ND,0.554,NP,-0.5522,NH,0.9101,NS,-0.0993,NR,-0.8657
2643,H,S,ND,0.5541,NP,-0.5522,NH,0.9101,NS,-0.0993,NR,-0.8657
2644,H,S,ND,0.5541,NP,-0.5521,NH,0.9101,NS,-0.0993,NR,-0.8657
2645,H,S,ND,0.5541,NP,-0.5521,NH,0.9101,NS,-0.0993,NR,-0.8656
2646,H,S,ND,0.5542,NP,-0.5519,NH,0.9102,NS,-0.0994,NR,-0.8656
2647,H,S,ND,0.5543,NP,-0.5517,NH,0.9102,NS,-0.0996,NR,-0.8655
2648,H,S,ND,0.5546,NP,-0.5511,NH,0.9103,NS,-0.1,NR,-0.8654
2649,H,S,ND,0.5552,NP,-0.5501,NH,0.9104,NS,-0.1005,NR,-0.8652
2650,H,S,ND,0.556,NP,-0.5486,NH,0.9105,NS,-0.1014,NR,-0.8649
2651,H,S,ND,0.5568,NP,-0.5466,NH,0.9106,NS,-0.1028,NR,-0.8646
2652,H,S,ND,0.5577,NP,-0.5443,NH,0.9108,NS,-0.1044,NR,-0.8642
2653,H,S,ND,0.5582,NP,-0.5429,NH,0.9109,NS,-0.1058,NR,-0.8637
2654,H,S,ND,0.5589,NP,-0.5415,NH,0.911,NS,-0.107,NR,-0.8629
2655,H,S,ND,0.5585,NP,-0.544,NH,0.9109,NS,-0.1061,NR,-0.8619
2656,H,S,ND,0.5582,NP,-0.5458,NH,0.9109,NS,-0.1054,NR,-0.8612
2657,H,S,ND,0.5587,NP,-0.5458,NH,0.9109,NS,-0.1053,NR,-0.8607
2658,P,S,ND,0.5584,NP,-0.547,NH,0.9109,NS,-0.1044,NR,-0.8607
2659,P,S,ND,0.559,NP,-0.5471,NH,0.9109,NS,-0.1041,NR,-0.8602
2660,P,S,ND,0.5597,NP,-0.5475,NH,0.9109,NS,-0.1033,NR,-0.86
2661,P,S,ND,0.5601,NP,-0.5475,NH,0.9109,NS,-0.1028,NR,-0.8602
2662,P,S,ND,0.5603,NP,-0.5483,NH,0.9109,NS,-0.1012,NR,-0.8609
2663,P,S,ND,0.5601,NP,-0.5477,NH,0.9108,NS,-0.1013,NR,-0.8616
2664,P,S,ND,0.56,NP,-0.5473,NH,0.9109,NS,-0.1014,NR,-0.862
2665,P,S,ND,0.5598,NP,-0.5461,NH,0.911,NS,-0.1022,NR,-0.8626
2666,P,S,ND,0.5606,NP,-0.5442,NH,0.9112,NS,-0.1034,NR,-0.8623
2667,P,S,ND,0.5612,NP,-0.5415,NH,0.9114,NS,-0.1054,NR,-0.8623
2668,P,S,ND,0.5607,NP,-0.539,NH,0.9113,NS,-0.1073,NR,-0.8634
2669,P,S,ND,0.5609,NP,-0.5369,NH,0.9113,NS,-0.1089,NR,-0.8638
2670,P,S,ND,0.5607,NP,-0.5338,NH,0.9115,NS,-0.1108,NR,-0.865
2671,H,S,ND,0.5614,NP,-0.5291,NH,0.9117,NS,-0.114,NR,-0.8656
2672,H,S,ND,0.5622,NP,-0.5265,NH,0.912,NS,-0.1154,NR,-0.8658
2673,H,S,ND,0.5627,NP,-0.5225,NH,0.9123,NS,-0.1183,NR,-0.8663
2674,H,S,ND,0.5639,NP,-0.5152,NH,0.9124,NS,-0.124,NR,-0.8667
2675,H,S,ND,0.565,NP,-0.5113,NH,0.9127,NS,-0.1263,NR,-0.8669
2676,H,S,ND,0.5672,NP,-0.5014,NH,0.9134,NS,-0.1326,NR,-0.8677
2677,H,S,ND,0.5717,NP,-0.489,NH,0.914,NS,-0.14,NR,-0.8679
2678,H,S,ND,0.5758,NP,-0.4756,NH,0.9149,NS,-0.148,NR,-0.8685
2679,H,S,ND,0.5835,NP,-0.457,NH,0.9161,NS,-0.1584,NR,-0.868
2680,H,S,ND,0.5914,NP,-0.4371,NH,0.9175,NS,-0.169,NR,-0.8687
2681,H,S,ND,0.5995,NP,-0.418,NH,0.9192,NS,-0.1774,NR,-0.8699
2682,H,S,ND,0.609,NP,-0.3967,NH,0.9212,NS,-0.1865,NR,-0.8711
2683,H,S,ND,0.6198,NP,-0.3768,NH,0.9236,NS,-0.1926,NR,-0.8723
2684,H,S,ND,0.6298,NP,-0.3594,NH,0.9264,NS,-0.1942,NR,-0.876
2685,H,S,ND,0.6461,NP,-0.3459,NH,0.9298,NS,-0.1887,NR,-0.8759
2686,H,S,ND,0.6536,NP,-0.3212,NH,0.9319,NS,-0.1964,NR,-0.8845
2687,H,S,ND,0.6622,NP,-0.3269,NH,0.9337,NS,-0.1726,NR,-0.8925
2688,H,S,ND,0.6699,NP,-0.3294,NH,0.9352,NS,-0.1557,NR,-0.8981
2689,H,S,ND,0.6765,NP,-0.3526,NH,0.9366,NS,-0.1168,NR,-0.9067
2690,H,S,ND,0.6928,NP,-0.3717,NH,0.9398,NS,-0.0739,NR,-0.9123
2691,H,S,ND,0.7107,NP,-0.3981,NH,0.9433,NS,-0.0207,NR,-0.9197
2692,H,S,ND,0.7226,NP,-0.4444,NH,0.9459,S,0.0437,NR,-0.9242
2693,H,S,ND,0.7471,NP,-0.4849,NH,0.9499,S,0.1133,NR,-0.9268
2694,H,S,ND,0.7694,NP,-0.5201,NH,0.9538,S,0.1693,NR,-0.9241
2695,H,S,ND,0.8,NP,-0.4797,NH,0.959,S,0.147,NR,-0.9081
2696,H,S,ND,0.8016,NP,-0.5335,NH,0.9592,S,0.2059,NR,-0.9086
2697,H,S,ND,0.8231,NP,-0.5031,NH,0.9628,S,0.1882,NR,-0.8963
2698,H,S,ND,0.8544,NP,-0.4313,NH,0.9681,S,0.1276,NR,-0.8717
2699,H,S,ND,0.8382,NP,-0.462,NH,0.9642,S,0.1536,NR,-0.8872
2700,H,S,ND,0.881,NP,-0.4075,NH,0.972,S,0.1159,NR,-0.8554
2701,H,S,ND,0.8695,NP,-0.3955,NH,0.9697,S,0.1028,NR,-0.8673
2702,H,S,ND,0.8572,NP,-0.3776,NH,0.9674,S,0.0851,NR,-0.8816
2703,H,S,ND,0.8452,NP,-0.4037,NH,0.9654,S,0.1203,NR,-0.9049
2704,H,S,ND,0.8324,NP,-0.4527,NH,0.963,S,0.1668,NR,-0.9187
2705,H,S,ND,0.8195,NP,-0.4892,NH,0.9608,S,0.1963,NR,-0.9276
2706,H,S,ND,0.8064,NP,-0.5029,NH,0.9585,S,0.199,NR,-0.932
2707,H,S,ND,0.7917,NP,-0.5325,NH,0.956,S,0.216,NR,-0.9367
2708,H,S,ND,0.7812,NP,-0.5419,NH,0.9542,S,0.2212,NR,-0.9423
2709,H,S,ND,0.7721,NP,-0.5957,NH,0.9526,S,0.2724,NR,-0.9486
2710,H,S,ND,0.8018,NP,-0.6149,NH,0.9587,S,0.3306,NR,-0.9538
2711,H,S,ND,0.8433,NP,-0.5513,NH,0.9671,S,0.3147,NR,-0.9533
2712,H,S,ND,0.8424,NP,-0.5334,NH,0.967,S,0.296,NR,-0.9535
2713,H,S,ND,0.8433,NP,-0.5176,NH,0.9673,S,0.2823,NR,-0.9538
2714,H,S,ND,0.8434,NP,-0.5034,NH,0.9673,S,0.2705,NR,-0.956
2715,H,S,ND,0.8448,NP,-0.4969,NH,0.9676,S,0.2679,NR,-0.958
2716,H,S,ND,0.8466,NP,-0.4911,NH,0.9679,S,0.266,NR,-0.9599
2717,H,S,ND,0.8476,NP,-0.4845,NH,0.9681,S,0.2634,NR,-0.9623
2718,H,S,ND,0.8487,NP,-0.4837,NH,0.9684,S,0.2685,NR,-0.9671
2719,H,S,ND,0.8516,NP,-0.4998,NH,0.9691,S,0.2938,NR,-0.9728
2720,H,S,ND,0.8554,NP,-0.5265,NH,0.9698,S,0.3317,NR,-0.9786
2721,H,S,ND,0.8572,NP,-0.541,NH,0.9702,S,0.3542,NR,-0.9851
2722,H,S,ND,0.8568,NP,-0.5568,NH,0.9701,S,0.3741,NR,-0.9899
2723,H,S,ND,0.828,NP,-0.5843,NH,0.9643,S,0.3595,NR,-0.9804
2724,H,S,ND,0.8091,NP,-0.5919,NH,0.9604,S,0.3397,NR,-0.9736
2725,H,S,ND,0.7679,NP,-0.6011,NH,0.9523,S,0.2851,NR,-0.9577
2726,H,S,ND,0.7356,NP,-0.6123,NH,0.9459,S,0.2469,NR,-0.9444
2727,H,S,ND,0.7057,NP,-0.6039,NH,0.9399,S,0.1903,NR,-0.9301
2728,H,S,ND,0.6545,NP,-0.6033,NH,0.9298,S,0.1069,NR,-0.9056
2729,H,S,ND,0.6223,NP,-0.5883,NH,0.9235,S,0.0405,NR,-0.8911
2730,H,S,ND,0.5818,NP,-0.5657,NH,0.9155,NS,-0.0444,NR,-0.8751
2731,H,S,ND,0.5679,NP,-0.5535,NH,0.9128,NS,-0.0777,NR,-0.87
2732,H,S,ND,0.5631,NP,-0.5469,NH,0.9119,NS,-0.0913,NR,-0.8684
2733,H,S,ND,0.5613,NP,-0.5431,NH,0.9115,NS,-0.0979,NR,-0.8679
2734,H,S,ND,0.5607,NP,-0.5412,NH,0.9114,NS,-0.1005,NR,-0.8677
2735,H,S,ND,0.5602,NP,-0.5411,NH,0.9113,NS,-0.1013,NR,-0.8676
2736,H,S,ND,0.5601,NP,-0.5415,NH,0.9113,NS,-0.1011,NR,-0.8675
